	new_el	N_Z	N	Z	A	el	o	ME_keV	ME_unc_keV	BE_keV	BE_unc_keV	B	Q_keV	Q_unc_keV	mass_micro_u	mass_unc_micro_u	extrapol	mass_prec
2151		35	98	63	161	Eu		-61791.601	10.4	8148.981	0.0646	B-	3714.5406	10.5074	160933663.991	11.164	False	2.80237859592962
2152		33	97	64	161	Gd	-n	-65506.142	1.504	8167.1934	0.0093	B-	1955.6357	1.4402	160929676.267	1.614	False	2.9133155502840022
2153		31	96	65	161	Tb		-67461.778	1.218	8174.4809	0.0076	B-	593.7166	1.201	160927576.806	1.308	False	2.924663985694195
2154		29	95	66	161	Dy		-68055.494	0.697	8173.3093	0.0043	B-	-859.2003	2.1368	160926939.425	0.748	False	2.9542232372709476
2155		27	94	67	161	Ho		-67196.294	2.151	8163.1134	0.0134	B-	-1994.9954	9.0041	160927861.815	2.309	False	2.893680291375147
2156		25	93	68	161	Er	+n	-65201.298	8.774	8145.8628	0.0545	B-	-3302.5839	29.2899	160930003.53	9.419	False	2.8126354848587614
2157		23	92	69	161	Tm	x	-61898.715	27.945	8120.4906	0.1736	B-	-4064.4665	31.764	160933549.0	30.0	False	2.740537056548504
2158		21	91	70	161	Yb	x	-57834.248	15.101	8090.3861	0.0938	B-	-5271.8989	31.764	160937912.384	16.211	False	2.7794922868964758
2159		19	90	71	161	Lu	x	-52562.349	27.945	8052.7821	0.1736	B-	-6246.5319	36.4805	160943572.0	30.0	False	2.7405410757207997
2160		17	89	72	161	Hf		-46315.817	23.45	8009.1245	0.1457	B-	-7537.2421	33.7278	160950277.927	25.174	False	2.7517987459976245
2161		15	88	73	161	Ta	+a	-38778.575	24.381	7957.45	0.1514	B-	-8272.0	202.0	160958369.489	26.174	False	2.749313043284568
2162		13	87	74	161	W	-a	-30507.0	200.0	7901.0	1.0	B-	-9664.0	250.0	160967249.0	215.0	True	
2163		11	86	75	161	Re		-20842.82	149.905	7836.3292	0.9311	B-	-10647.0	427.0	160977624.313	160.93	False	2.6258133313395744
2164		9	85	76	161	Os	-a	-10196.0	400.0	7765.0	2.0	B-			160989054.0	429.0	True	
2165	0.0	42	102	60	162	Nd	x	-39010.0	400.0	8022.0	2.0	B-	7030.0	500.0	161958121.0	429.0	True	
2166		40	101	61	162	Pm	x	-46040.0	300.0	8061.0	2.0	B-	8339.0	300.0	161950574.0	322.0	True	
2167		38	100	62	162	Sm		-54379.053	3.523	8107.5745	0.0218	B-	4343.8905	3.7605	161941621.687	3.782	False	2.8663348100612165
2168		36	99	63	162	Eu		-58722.944	1.314	8129.5593	0.0081	B-	5557.7761	4.1748	161936958.329	1.41	False	2.9209617417150384
2169		34	98	64	162	Gd	-nn	-64280.72	3.963	8159.0373	0.0245	B-	1598.8278	4.4611	161930991.812	4.254	False	2.859615891819046
2170		32	97	65	162	Tb	x	-65879.548	2.049	8164.0773	0.0127	B-	2301.6217	2.164	161929275.4	2.2	False	2.8966968713412733
2171		30	96	66	162	Dy		-68181.169	0.695	8173.4555	0.0043	B-	-2140.6068	3.0926	161926804.507	0.746	False	2.954685495742747
2172		28	95	67	162	Ho		-66040.563	3.102	8155.4126	0.0192	B-	293.6478	3.1069	161929102.543	3.33	False	2.873547512585045
2173		26	94	68	162	Er		-66334.21	0.756	8152.3959	0.0047	B-	-4856.7282	26.0475	161928787.299	0.811	False	2.950324490612652
2174		24	93	69	162	Tm	-	-61477.482	26.058	8117.5868	0.1609	B-	-1656.319	30.1127	161934001.211	27.974	False	2.7454374333598666
2175		22	92	70	162	Yb	x	-59821.163	15.103	8102.5333	0.0932	B-	-6989.4042	76.5406	161935779.342	16.213	False	2.7798682248281716
2176		20	91	71	162	Lu	x	-52831.759	75.036	8054.5596	0.4632	B-	-3663.3333	75.5679	161943282.776	80.554	False	2.675101916205203
2177		18	90	72	162	Hf		-49168.426	8.952	8027.1171	0.0553	B-	-9387.0211	63.8938	161947215.526	9.61	False	2.811808040382106
2178		16	89	73	162	Ta	-a	-39781.405	63.322	7964.3432	0.3909	B-	-5782.188	63.3235	161957292.907	67.979	False	2.686734248538032
2179		14	88	74	162	W		-33999.217	17.657	7923.8214	0.109	B-	-11546.0	201.0	161963500.341	18.955	False	2.770136581467668
2180		12	87	75	162	Re	+a	-22453.0	201.0	7848.0	1.0	B-	-7953.0	361.0	161975896.0	215.0	True	
2181		10	86	76	162	Os	-a	-14500.0	300.0	7794.0	2.0	B-			161984434.0	322.0	True	
2182	0.0	43	103	60	163	Nd	x	-34080.0	500.0	7992.0	3.0	B-	8880.0	640.0	162963414.0	537.0	True	
2183		41	102	61	163	Pm	x	-42960.0	400.0	8042.0	2.0	B-	7640.0	400.0	162953881.0	429.0	True	
2184		39	101	62	163	Sm	x	-50599.612	7.359	8084.1653	0.0451	B-	5974.2073	7.4141	162945679.085	7.9	False	2.8238796073917984
2185		37	100	63	163	Eu	x	-56573.819	0.904	8116.0172	0.0056	B-	4814.772	1.2046	162939265.51	0.97	False	2.9412416253155564
2186		35	99	64	163	Gd		-61388.591	0.797	8140.756	0.0049	B-	3207.1628	4.1374	162934096.64	0.855	False	2.9478809525616185
2187		33	98	65	163	Tb	+p	-64595.754	4.06	8155.6322	0.0249	B-	1785.1041	4.0006	162930653.609	4.358	False	2.8585841767463793
2188		31	97	66	163	Dy		-66380.858	0.693	8161.784	0.0043	B-	-2.8309	0.0222	162928737.221	0.744	False	2.955146590295411
2189		29	96	67	163	Ho		-66378.027	0.693	8156.967	0.0043	B-	-1210.6141	4.5755	162928740.26	0.744	False	2.9551465912666566
2190		27	95	68	163	Er		-65167.413	4.628	8144.7403	0.0284	B-	-2439.0	3.0	162930039.908	4.967	False	2.8510541536376017
2191		25	94	69	163	Tm	-	-62728.413	5.515	8124.9774	0.0338	B-	-3434.5345	16.0687	162932658.282	5.92	False	2.8408611475672703
2192		23	93	70	163	Yb	x	-59293.878	15.105	8099.1069	0.0927	B-	-4502.4636	31.7657	162936345.406	16.215	False	2.780242694701711
2193		21	92	71	163	Lu	x	-54791.415	27.945	8066.6848	0.1714	B-	-5522.0944	37.9611	162941179.0	30.0	False	2.741336832556692
2194		19	91	72	163	Hf		-49269.32	25.693	8028.0072	0.1576	B-	-6734.6864	45.9217	162947107.211	27.582	False	2.746743392090185
2195		17	90	73	163	Ta	-a	-42534.634	38.061	7981.8905	0.2335	B-	-7626.1952	69.7301	162954337.194	40.86	False	2.721218384767445
2196		15	89	74	163	W	-a	-34908.439	58.426	7930.3043	0.3584	B-	-8906.1859	61.2953	162962524.251	62.722	False	2.6926196641155604
2197		13	88	75	163	Re	+a	-26002.253	18.534	7870.8655	0.1137	B-	-9666.0	301.0	162972085.434	19.897	False	2.767483244094146
2198		11	87	76	163	Os	-a	-16336.0	300.0	7807.0	2.0	B-	-11026.0	500.0	162982462.0	322.0	True	
2199		9	86	77	163	Ir	x	-5310.0	400.0	7734.0	2.0	B-			162994299.0	429.0	True	
2200	0.0	42	103	61	164	Pm	x	-38360.0	400.0	8014.0	2.0	B-	9565.0	400.0	163958819.0	429.0	True	
2201		40	102	62	164	Sm	x	-47925.314	4.099	8067.7803	0.025	B-	5306.8315	4.5907	163948550.061	4.4	False	2.8583912722337392
2202		38	101	63	164	Eu		-53232.146	2.068	8095.3686	0.0126	B-	6461.5416	2.2969	163942852.943	2.219	False	2.896904364076878
2203		36	100	64	164	Gd		-59693.688	1.0	8129.9978	0.0061	B-	2411.2959	2.1143	163935916.193	1.073	False	2.9362225635689674
2204		34	99	65	164	Tb	x	-62104.983	1.863	8139.9304	0.0114	B-	3862.6653	1.9884	163933327.561	2.0	False	2.90261995177114
2205		32	98	66	164	Dy		-65967.649	0.695	8158.7129	0.0042	B-	-987.1315	1.371	163929180.819	0.746	False	2.955325544207004
2206		30	97	67	164	Ho		-64980.517	1.39	8147.9234	0.0085	B-	962.0559	1.3756	163930240.548	1.492	False	2.9185722502963634
2207		28	96	68	164	Er		-65942.573	0.704	8149.0191	0.0043	B-	-4033.6302	25.0113	163929207.739	0.755	False	2.954701026006509
2208		26	95	69	164	Tm		-61908.943	25.006	8119.6534	0.1525	B-	-896.7722	29.2135	163933538.019	26.845	False	2.748865287681411
2209		24	94	70	164	Yb	x	-61012.171	15.106	8109.4149	0.0921	B-	-6369.7952	31.7666	163934500.743	16.217	False	2.78061377553656
2210		22	93	71	164	Lu	x	-54642.376	27.945	8065.8043	0.1704	B-	-2824.0194	32.1083	163941339.0	30.0	False	2.7417313588981944
2211		20	92	72	164	Hf		-51818.356	15.812	8043.8142	0.0964	B-	-8535.5511	32.1083	163944370.709	16.975	False	2.777781221091865
2212		18	91	73	164	Ta	x	-43282.805	27.945	7986.9978	0.1704	B-	-5047.25	29.5717	163953534.0	30.0	False	2.7417361535528673
2213		16	90	74	164	W		-38235.555	9.673	7951.4515	0.059	B-	-10763.1138	55.4055	163958952.445	10.384	False	2.8078871200201894
2214		14	89	75	164	Re	-a	-27472.441	54.555	7881.0523	0.3326	B-	-7047.718	140.033	163970507.122	58.566	False	2.697665992116816
2215		12	88	76	164	Os		-20424.723	149.903	7833.308	0.914	B-	-12941.0	350.0	163978073.158	160.927	False	2.627150468496432
2216		10	87	77	164	Ir	-a	-7483.0	316.0	7750.0	2.0	B-			163991966.0	339.0	True	
2217	0.0	43	104	61	165	Pm	x	-34670.0	500.0	7992.0	3.0	B-	8840.0	640.0	164962780.0	537.0	True	
2218		41	103	62	165	Sm	x	-43510.0	400.0	8041.0	2.0	B-	7219.0	400.0	164953290.0	429.0	True	
2219		39	102	63	165	Eu		-50729.103	5.213	8080.0529	0.0316	B-	5796.6788	5.3733	164945540.07	5.596	False	2.8448555370439954
2220		37	101	64	165	Gd		-56525.782	1.304	8110.4428	0.0079	B-	4063.0674	2.0189	164939317.08	1.4	False	2.9223341391464115
2221		35	100	65	165	Tb		-60588.849	1.541	8130.3259	0.0093	B-	3023.4392	1.6915	164934955.198	1.654	False	2.9133211254470144
2222		33	99	66	165	Dy	-n	-63612.289	0.697	8143.9083	0.0042	B-	1285.7287	0.7502	164931709.402	0.748	False	2.9555035595074117
2223		31	98	67	165	Ho		-64898.017	0.786	8146.9591	0.0048	B-	-376.6648	0.9575	164930329.116	0.844	False	2.9491979781612985
2224		29	97	68	165	Er		-64521.353	0.918	8139.9348	0.0056	B-	-1591.3282	1.4891	164930733.482	0.985	False	2.9410727822171885
2225		27	96	69	165	Tm		-62930.024	1.658	8125.5489	0.0101	B-	-2634.6364	26.5907	164932441.843	1.779	False	2.9093567904842645
2226		25	95	70	165	Yb		-60295.388	26.539	8104.8399	0.1608	B-	-3853.1403	35.4324	164935270.241	28.49	False	2.745442994937094
2227		23	94	71	165	Lu		-56442.248	26.539	8076.746	0.1608	B-	-4806.735	38.5387	164939406.758	28.49	False	2.7454446055261306
2228		21	93	72	165	Hf	x	-51635.513	27.945	8042.8728	0.1694	B-	-5787.641	31.0668	164944567.0	30.0	False	2.742124529960468
2229		19	92	73	165	Ta		-45847.872	13.573	8003.0547	0.0823	B-	-6986.5555	29.1133	164950780.287	14.571	False	2.787608141082045
2230		17	91	74	165	W		-38861.316	25.756	7955.9704	0.1561	B-	-8201.9627	34.9116	164958280.663	27.649	False	2.747374344449904
2231		15	90	75	165	Re	+a	-30659.353	23.593	7901.5201	0.143	B-	-8913.0	202.0	164967085.831	25.328	False	2.7529818851251804
2232		13	89	76	165	Os	-a	-21747.0	200.0	7843.0	1.0	B-	-10151.0	255.0	164976654.0	215.0	True	
2233		11	88	77	165	Ir	IT	-11595.0	158.0	7776.0	1.0	B-	-11277.0	430.0	164987552.0	170.0	True	
2234		9	87	78	165	Pt	-a	-318.0	400.0	7703.0	2.0	B-			164999658.0	429.0	True	
2235	0.0	42	104	62	166	Sm	x	-40450.0	400.0	8023.0	2.0	B-	6299.0	412.0	165956575.0	429.0	True	
2236		40	103	63	166	Eu	+	-46749.0	100.0	8056.0	1.0	B-	7622.0	100.0	165949813.0	107.0	True	
2237		38	102	64	166	Gd	x	-54370.926	1.584	8097.226	0.0095	B-	3437.8515	2.1558	165941630.413	1.7	False	2.912161429831078
2238		36	101	65	166	Tb		-57808.778	1.463	8113.223	0.0088	B-	4775.693	1.669	165937939.727	1.57	False	2.9164752338288
2239		34	100	66	166	Dy	-n	-62584.471	0.804	8137.2793	0.0048	B-	485.8684	0.8502	165932812.81	0.862	False	2.9484096923142578
2240		32	99	67	166	Ho		-63070.339	0.786	8135.4933	0.0047	B-	1853.8057	0.7792	165932291.209	0.844	False	2.949515187247475
2241		30	98	68	166	Er		-64924.145	0.334	8141.9479	0.002	B-	-3037.6667	11.547	165930301.067	0.358	False	2.9934446929174525
2242		28	97	69	166	Tm	-	-61886.478	11.552	8118.9357	0.0696	B-	-292.7714	13.5069	165933562.136	12.401	False	2.797849522380491
2243		26	96	70	166	Yb	+nn	-61593.706	7.001	8112.4591	0.0422	B-	-5572.7197	30.6189	165933876.439	7.515	False	2.8279169256476187
2244		24	95	71	166	Lu	x	-56020.987	29.808	8074.1756	0.1796	B-	-2161.9978	40.8585	165939859.0	32.0	False	2.7383466006820805
2245		22	94	72	166	Hf	x	-53858.989	27.945	8056.4386	0.1683	B-	-7761.2089	39.5199	165942180.0	30.0	False	2.742512984438346
2246		20	93	73	166	Ta	x	-46097.78	27.945	8004.9714	0.1683	B-	-4210.3092	29.5036	165950512.0	30.0	False	2.7425162183087326
2247		18	92	74	166	W		-41887.471	9.463	7974.8951	0.057	B-	-10050.1358	88.7072	165955031.952	10.159	False	2.809936733802327
2248		16	91	75	166	Re	-a	-31837.335	88.242	7909.6392	0.5316	B-	-6405.809	88.3046	165965821.216	94.731	False	2.6655776182130992
2249		14	90	76	166	Os		-25431.526	17.966	7866.3371	0.1082	B-	-12126.0	201.0	165972698.135	19.287	False	2.770580617966098
2250		12	89	77	166	Ir	-p	-13306.0	201.0	7789.0	1.0	B-	-8523.0	361.0	165985716.0	215.0	True	
2251		10	88	78	166	Pt	-a	-4783.0	300.0	7733.0	2.0	B-			165994866.0	322.0	True	
2252	0.0	43	105	62	167	Sm	x	-35330.0	500.0	7992.0	3.0	B-	8440.0	640.0	166962072.0	537.0	True	
2253		41	104	63	167	Eu	x	-43770.0	400.0	8038.0	2.0	B-	7006.0	400.0	166953011.0	429.0	True	
2254		39	103	64	167	Gd		-50775.732	5.213	8075.5428	0.0312	B-	5107.3505	5.5584	166945490.012	5.596	False	2.8455560266300366
2255		37	102	65	167	Tb		-55883.082	1.929	8101.441	0.0116	B-	4028.3686	4.4459	166940007.046	2.071	False	2.901702515289934
2256		35	101	66	167	Dy	x	-59911.451	4.005	8120.8782	0.024	B-	2368.0076	6.5549	166935682.415	4.3	False	2.8607429122241985
2257		33	100	67	167	Ho	p2n	-62279.459	5.189	8130.3732	0.0311	B-	1009.7971	5.189	166933140.254	5.57	False	2.8458222738989454
2258		31	99	68	167	Er		-63289.256	0.286	8131.7352	0.0017	B-	-746.1392	1.2633	166932056.192	0.306	False	3.0015785316094608
2259		29	98	69	167	Tm		-62543.117	1.258	8122.5826	0.0075	B-	-1953.2162	3.7968	166932857.206	1.35	False	2.9249340758258593
2260		27	97	70	167	Yb		-60589.9	3.96	8106.202	0.0237	B-	-3063.619	37.4696	166934954.069	4.251	False	2.861398304581961
2261		25	96	71	167	Lu	x	-57526.281	37.26	8083.1722	0.2231	B-	-4058.5198	46.5747	166938243.0	40.0	False	2.724202713747941
2262		23	95	72	167	Hf	x	-53467.761	27.945	8054.185	0.1673	B-	-5116.6971	39.5199	166942600.0	30.0	False	2.742900043662993
2263		21	94	73	167	Ta	x	-48351.064	27.945	8018.8614	0.1673	B-	-6257.8523	33.6262	166948093.0	30.0	False	2.742902162065432
2264		19	93	74	167	W		-42093.212	18.703	7976.7045	0.112	B-	-7259.0	44.0	166954811.08	20.078	False	2.768430655271188
2265		17	92	75	167	Re	+a	-34834.0	40.0	7929.0	0.0	B-	-8335.0	90.0	166962604.0	43.0	True	
2266		15	91	76	167	Os	-a	-26498.86	80.892	7873.9557	0.4844	B-	-9426.4121	82.9464	166971552.304	86.841	False	2.6720260638527695
2267		13	90	77	167	Ir		-17072.448	18.346	7812.8254	0.1099	B-	-10319.0	307.0	166981671.973	19.694	False	2.7696519513256517
2268		11	89	78	167	Pt	-a	-6753.0	306.0	7746.0	2.0	B-			166992750.0	329.0	True	
2269	0.0	44	106	62	168	Sm	x	-31640.0	300.0	7971.0	2.0	B-	7610.0	500.0	167966033.0	322.0	True	
2270		42	105	63	168	Eu	x	-39250.0	400.0	8012.0	2.0	B-	8899.0	500.0	167957863.0	429.0	True	
2271		40	104	64	168	Gd	x	-48150.0	300.0	8060.0	2.0	B-	4631.0	300.0	167948309.0	322.0	True	
2272		38	103	65	168	Tb	x	-52781.181	4.192	8082.798	0.025	B-	5777.2167	140.0696	167943337.074	4.5	False	2.8584831102552775
2273		36	102	66	168	Dy	+pp	-58558.398	140.007	8112.5293	0.8334	B-	1500.8333	143.1849	167937134.977	150.303	False	2.633789695253604
2274		34	101	67	168	Ho	+	-60059.231	30.001	8116.8061	0.1786	B-	2930.0	30.0	167935523.766	32.207	False	2.738702699949981
2275		32	100	68	168	Er		-62989.231	0.262	8129.5897	0.0016	B-	-1676.8526	1.6858	167932378.282	0.28	False	3.006278348793715
2276		30	99	69	168	Tm		-61312.379	1.677	8114.9516	0.01	B-	267.488	1.6782	167934178.457	1.8	False	2.9097001987529456
2277		28	98	70	168	Yb		-61579.867	0.093	8111.887	0.0006	B-	-4507.0351	37.9735	167933891.297	0.1	False	3.055964632503475
2278		26	97	71	168	Lu		-57072.832	37.973	8080.4026	0.226	B-	-1712.274	47.1476	167938729.798	40.766	False	2.723349984659604
2279		24	96	72	168	Hf	x	-55360.557	27.945	8065.5536	0.1663	B-	-6966.6444	39.5199	167940568.0	30.0	False	2.7432837022395793
2280		22	95	73	168	Ta	x	-48393.913	27.945	8019.4287	0.1663	B-	-3500.9828	30.9307	167948047.0	30.0	False	2.743286568295427
2281		20	94	74	168	W		-44892.93	13.259	7993.9327	0.0789	B-	-9098.0411	33.5515	167951805.459	14.233	False	2.7901599655169274
2282		18	93	75	168	Re	-a	-35794.889	30.821	7935.1208	0.1835	B-	-5799.8944	32.3727	167961572.607	33.087	False	2.736968365864139
2283		16	92	76	168	Os		-29994.995	9.903	7895.9408	0.0589	B-	-11328.7644	56.0975	167967799.05	10.631	False	2.8079262194846333
2284		14	91	77	168	Ir	-a	-18666.23	55.216	7823.8509	0.3287	B-	-7656.1526	140.3258	167979960.978	59.277	False	2.6984801457164855
2285		12	90	78	168	Pt	-a	-11010.078	149.934	7773.6217	0.8925	B-	-13540.0	427.0	167988180.196	160.96	False	2.6288805999161573
2286		10	89	79	168	Au	x	2530.0	400.0	7688.0	2.0	B-			168002716.0	429.0	True	
2287	0.0	43	106	63	169	Eu	x	-35660.0	500.0	7991.0	3.0	B-	8230.0	640.0	168961717.0	537.0	True	
2288		41	105	64	169	Gd	x	-43890.0	400.0	8035.0	2.0	B-	6590.0	500.0	168952882.0	429.0	True	
2289		39	104	65	169	Tb	x	-50480.0	300.0	8069.0	2.0	B-	5116.0	425.0	168945807.0	322.0	True	
2290		37	103	66	169	Dy	+	-55596.01	300.669	8094.7566	1.7791	B-	3200.0	300.0	168940315.231	322.781	False	2.577795868969126
2291		35	102	67	169	Ho	+p	-58796.01	20.048	8109.0622	0.1186	B-	2125.1534	20.0483	168936879.89	21.522	False	2.764806018135627
2292		33	101	68	169	Er	-n	-60921.163	0.304	8117.0078	0.0018	B-	353.491	0.7729	168934598.444	0.326	False	2.999020865410649
2293		31	100	69	169	Tm		-61274.654	0.738	8114.4702	0.0044	B-	-899.127	0.7563	168934218.956	0.792	False	2.9537749393281985
2294		29	99	70	169	Yb	-n	-60375.527	0.178	8104.5206	0.0011	B-	-2293.0	3.0	168935184.208	0.191	False	3.0253157126212566
2295		27	98	71	169	Lu	-	-58082.527	3.005	8086.3233	0.0178	B-	-3365.6321	28.106	168937645.845	3.226	False	2.8777253090176877
2296		25	97	72	169	Hf	x	-54716.895	27.945	8061.7791	0.1654	B-	-4426.46	39.5199	168941259.0	30.0	False	2.743665978823137
2297		23	96	73	169	Ta	x	-50290.435	27.945	8030.9577	0.1654	B-	-5372.5686	31.9246	168946011.0	30.0	False	2.7436677883923966
2298		21	95	74	169	W		-44917.866	15.436	7994.5381	0.0913	B-	-6508.6195	19.1703	168951778.689	16.571	False	2.7811438797541603
2299		19	94	75	169	Re	+a	-38409.247	11.369	7951.3963	0.0673	B-	-7686.2626	28.3218	168958765.979	12.204	False	2.7999242713879013
2300		17	93	76	169	Os	-a	-30722.984	25.94	7901.2862	0.1535	B-	-8629.5684	34.8557	168967017.521	27.847	False	2.748455395211648
2301		15	92	77	169	Ir	+a	-22093.416	23.307	7845.5944	0.1379	B-	-9629.0	202.0	168976281.743	25.02	False	2.7552895388082432
2302		13	91	78	169	Pt	-a	-12464.0	200.0	7784.0	1.0	B-	-10676.0	359.0	168986619.0	215.0	True	
2303		11	90	79	169	Au	x	-1788.0	298.0	7716.0	2.0	B-			168998080.0	320.0	True	
2304	0.0	44	107	63	170	Eu	x	-30860.0	500.0	7963.0	3.0	B-	9989.0	707.0	169966870.0	537.0	True	
2305		42	106	64	170	Gd	x	-40850.0	500.0	8017.0	3.0	B-	5860.0	583.0	169956146.0	537.0	True	
2306		40	105	65	170	Tb	x	-46710.0	300.0	8047.0	2.0	B-	7000.0	361.0	169949855.0	322.0	True	
2307		38	104	66	170	Dy	x	-53710.0	200.0	8084.0	1.0	B-	2528.0	206.0	169942340.0	215.0	True	
2308		36	103	67	170	Ho	+	-56237.514	50.019	8093.7902	0.2942	B-	3870.0	50.0	169939626.548	53.697	False	2.705887641785674
2309		34	102	68	170	Er		-60107.514	1.387	8111.9529	0.0082	B-	-312.1997	1.7852	169935471.933	1.488	False	2.9206582569893573
2310		32	101	69	170	Tm		-59795.314	0.732	8105.5144	0.0043	B-	968.6148	0.7319	169935807.093	0.785	False	2.9545457792559353
2311		30	100	70	170	Yb		-60763.929	0.01	8106.6101	0.0003	B-	-3457.695	16.843	169934767.242	0.011	False	3.155330312633349
2312		28	99	71	170	Lu	-	-57306.234	16.843	8081.6686	0.0991	B-	-1052.3734	32.6282	169938479.23	18.081	False	2.776087929084925
2313		26	98	72	170	Hf	x	-56253.86	27.945	8070.8762	0.1644	B-	-6116.1903	39.5199	169939609.0	30.0	False	2.7440449670595393
2314		24	97	73	170	Ta	x	-50137.67	27.945	8030.2965	0.1644	B-	-2846.8656	30.9035	169946175.0	30.0	False	2.7440474517583207
2315		22	96	74	170	W		-47290.804	13.195	8008.9482	0.0776	B-	-8386.8083	17.4557	169949231.235	14.165	False	2.791179597114875
2316		20	95	75	170	Re		-38903.996	11.427	7955.012	0.0672	B-	-4978.3046	15.0274	169958234.844	12.267	False	2.7999698247582554
2317		18	94	76	170	Os		-33925.692	9.759	7921.1258	0.0574	B-	-10743.0	102.0	169963579.273	10.476	False	2.809523640207767
2318		16	93	77	170	Ir	-a	-23182.0	101.0	7853.0	1.0	B-	-6883.0	102.0	169975113.0	109.0	True	
2319		14	92	78	170	Pt		-16299.202	18.246	7808.2365	0.1073	B-	-12596.0	202.0	169982502.087	19.588	False	2.7711056810136343
2320		12	91	79	170	Au	-p	-3703.0	201.0	7730.0	1.0	B-	-9119.0	362.0	169996024.0	216.0	True	
2321		10	90	80	170	Hg	-a	5415.0	302.0	7671.0	2.0	B-			170005814.0	324.0	True	
2322	0.0	43	107	64	171	Gd	x	-36210.0	500.0	7990.0	3.0	B-	7560.0	640.0	170961127.0	537.0	True	
2323		41	106	65	171	Tb	x	-43770.0	400.0	8030.0	2.0	B-	6240.0	447.0	170953011.0	429.0	True	
2324		39	105	66	171	Dy	x	-50010.0	200.0	8062.0	1.0	B-	4508.0	633.0	170946312.0	215.0	True	
2325		37	104	67	171	Ho	+	-54517.822	600.002	8083.6021	3.5088	B-	3200.0	600.0	170941472.713	644.128	False	2.5248429983937517
2326		35	103	68	171	Er		-57717.822	1.408	8097.7404	0.0082	B-	1492.449	1.0788	170938037.372	1.511	False	2.920148444218038
2327		33	102	69	171	Tm		-59210.271	0.972	8101.8931	0.0057	B-	96.5468	0.9715	170936435.162	1.043	False	2.9399394580734644
2328		31	101	70	171	Yb		-59306.818	0.013	8097.8826	0.0003	B-	-1478.3526	1.8621	170936331.515	0.013	False	3.148436520787538
2329		29	100	71	171	Lu		-57828.465	1.862	8084.6621	0.0109	B-	-2397.1144	28.9363	170937918.591	1.999	False	2.9049408855261762
2330		27	99	72	171	Hf	x	-55431.351	28.876	8066.0687	0.1689	B-	-3711.0725	40.184	170940492.0	31.0	False	2.7423124135831998
2331		25	98	73	171	Ta	x	-51720.279	27.945	8039.7914	0.1634	B-	-4634.1832	39.5199	170944476.0	30.0	False	2.7444240438603758
2332		23	97	74	171	W	x	-47086.095	27.945	8008.1158	0.1634	B-	-5835.8106	39.5199	170949451.0	30.0	False	2.7444259147280436
2333		21	96	75	171	Re	x	-41250.285	27.945	7969.4131	0.1634	B-	-6953.0469	33.3748	170955716.0	30.0	False	2.744428270622687
2334		19	95	76	171	Os		-34297.238	18.247	7924.1769	0.1067	B-	-7885.2079	42.5749	170963180.402	19.589	False	2.771462500026719
2335		17	94	77	171	Ir	-a	-26412.03	38.466	7873.4895	0.2249	B-	-8945.4613	89.6251	170971645.52	41.295	False	2.7236785634132747
2336		15	93	78	171	Pt	-a	-17466.569	80.951	7816.6017	0.4734	B-	-9904.2655	83.5586	170981248.868	86.904	False	2.673614740824774
2337		13	92	79	171	Au	-p	-7562.303	20.713	7754.1069	0.1211	B-	-10901.0	307.0	170991881.533	22.236	False	2.7635110217984096
2338		11	91	80	171	Hg	-a	3339.0	307.0	7686.0	2.0	B-			171003585.0	329.0	True	
2339	0.0	44	108	64	172	Gd	x	-32970.0	300.0	7972.0	2.0	B-	6720.0	583.0	171964605.0	322.0	True	
2340		42	107	65	172	Tb	x	-39690.0	500.0	8006.0	3.0	B-	8070.0	583.0	171957391.0	537.0	True	
2341		40	106	66	172	Dy	x	-47760.0	300.0	8049.0	2.0	B-	3724.0	358.0	171948728.0	322.0	True	
2342		38	105	67	172	Ho	x	-51484.0	196.0	8066.0	1.0	B-	4999.0	196.0	171944730.0	210.0	True	
