	new_el	N_Z	N	Z	A	el	o	ME_keV	ME_unc_keV	BE_keV	BE_unc_keV	B	Q_keV	Q_unc_keV	mass_micro_u	mass_unc_micro_u	extrapol	mass_prec
1948		25	87	62	149	Sm		-77135.898	1.157	8263.4683	0.0078	B-	-694.5812	3.7881	148917191.211	1.241	False	2.9233219678300477
1949		23	86	63	149	Eu		-76441.317	3.903	8253.556	0.0262	B-	-1314.1437	4.1361	148917936.875	4.19	False	2.8556770882812117
1950		21	85	64	149	Gd		-75127.173	3.31	8239.4856	0.0222	B-	-3638.5336	4.3388	148919347.666	3.553	False	2.8651179427069056
1951		19	84	65	149	Tb		-71488.639	3.629	8209.8153	0.0244	B-	-3794.6493	9.1335	148923253.792	3.895	False	2.859869478273598
1952		17	83	66	149	Dy		-67693.99	9.183	8179.0972	0.0616	B-	-6048.1366	12.7928	148927327.516	9.858	False	2.8052183932383445
1953		15	82	67	149	Ho		-61645.854	11.985	8133.255	0.0804	B-	-7904.2328	30.4066	148933820.457	12.866	False	2.788980172532931
1954		13	81	68	149	Er	x	-53741.621	27.945	8074.9558	0.1875	B-	-9801.0	202.0	148942306.0	30.0	False	2.735527368938602
1955		11	80	69	149	Tm	x	-43940.0	200.0	8004.0	1.0	B-	-10611.0	361.0	148952828.0	215.0	True	
1956		9	79	70	149	Yb	x	-33330.0	300.0	7927.0	2.0	B-			148964219.0	322.0	True	
1957	0.0	42	96	54	150	Xe	x	-28990.0	300.0	7983.0	2.0	B-	9180.0	500.0	149968878.0	322.0	True	
1958		40	95	55	150	Cs	x	-38170.0	400.0	8039.0	3.0	B-	11720.0	400.0	149959023.0	429.0	True	
1959		38	94	56	150	Ba	x	-49889.799	5.682	8111.8405	0.0379	B-	6421.3477	6.2138	149946441.1	6.1	False	2.8342422238594094
1960		36	93	57	150	La	x	-56311.147	2.515	8149.4339	0.0168	B-	8535.7155	11.9641	149939547.5	2.7	False	2.881022129416418
1961		34	92	58	150	Ce		-64846.863	11.697	8201.123	0.078	B-	3453.6462	14.2913	149930384.032	12.556	False	2.790887952776707
1962		32	91	59	150	Pr		-68300.509	9.015	8218.9316	0.0601	B-	5379.4422	9.0682	149926676.391	9.677	False	2.8067428341133267
1963		30	90	60	150	Nd		-73679.951	1.129	8249.5789	0.0075	B-	-82.6155	20.001	149920901.322	1.211	False	2.924997095339921
1964		28	89	61	150	Pm	+	-73597.336	20.031	8243.8125	0.1335	B-	3454.0	20.0	149920990.014	21.504	False	2.757308827951712
1965		26	88	62	150	Sm		-77051.336	1.112	8261.6235	0.0074	B-	-2258.9662	6.1803	149917281.993	1.193	False	2.9257991264030982
1966		24	87	63	150	Eu		-74792.369	6.231	8241.3481	0.0415	B-	971.6815	3.5428	149919707.092	6.688	False	2.8288092807970187
1967		22	86	64	150	Gd		-75764.051	6.055	8242.6103	0.0404	B-	-4658.2621	8.3784	149918663.949	6.5	False	2.8304920734470933
1968		20	85	65	150	Tb		-71105.789	7.371	8206.3396	0.0491	B-	-1796.1707	8.3886	149923664.799	7.912	False	2.818831372037848
1969		18	84	66	150	Dy		-69309.618	4.319	8189.1495	0.0288	B-	-7363.7264	14.4629	149925593.068	4.636	False	2.8502322709989643
1970		16	83	67	150	Ho		-61945.892	14.168	8134.8423	0.0945	B-	-4114.5689	13.591	149933498.353	15.209	False	2.7790562036435498
1971		14	82	68	150	Er		-57831.323	17.194	8102.1962	0.1146	B-	-11340.0	196.0	149937915.524	18.458	False	2.7669625492831367
1972		12	81	69	150	Tm	x	-46491.0	196.0	8021.0	1.0	B-	-7661.0	358.0	149950090.0	210.0	True	
1973		10	80	70	150	Yb	x	-38830.0	300.0	7965.0	2.0	B-	-14059.0	424.0	149958314.0	322.0	True	
1974		8	79	71	150	Lu	-p	-24771.0	300.0	7866.0	2.0	B-			149973407.0	322.0	True	
1975	0.0	41	96	55	151	Cs	x	-34280.0	500.0	8013.0	3.0	B-	10660.0	640.0	150963199.0	537.0	True	
1976		39	95	56	151	Ba	x	-44940.0	400.0	8079.0	3.0	B-	8370.0	591.0	150951755.0	429.0	True	
1977		37	94	57	151	La	x	-53310.339	435.473	8129.0436	2.8839	B-	7914.7191	435.833	150942769.0	467.5	False	2.5404211359724997
1978		35	93	58	151	Ce	x	-61225.058	17.698	8176.2779	0.1172	B-	5554.6233	21.1885	150934272.2	19.0	False	2.765558822634127
1979		33	92	59	151	Pr		-66779.681	11.65	8207.8824	0.0772	B-	4163.5021	11.6789	150928309.066	12.506	False	2.7915396989021177
1980		31	91	60	151	Nd		-70943.183	1.133	8230.2741	0.0075	B-	2443.0767	4.4734	150923839.363	1.215	False	2.9251779237190476
1981		29	90	61	151	Pm		-73386.26	4.611	8241.2723	0.0305	B-	1190.2198	4.4757	150921216.613	4.949	False	2.8468309653733677
1982		27	89	62	151	Sm		-74576.48	1.11	8243.9735	0.0074	B-	76.6182	0.5375	150919938.859	1.191	False	2.926246428302146
1983		25	88	63	151	Eu		-74653.098	1.166	8239.2998	0.0077	B-	-464.1779	2.7791	150919856.606	1.251	False	2.9236085921625357
1984		23	87	64	151	Gd		-74188.92	2.993	8231.0446	0.0198	B-	-2565.3796	3.7615	150920354.922	3.212	False	2.8716061698482873
1985		21	86	65	151	Tb		-71623.541	4.094	8208.8743	0.0271	B-	-2871.1525	4.9455	150923108.97	4.395	False	2.8536970266843418
1986		19	85	66	151	Dy	-a	-68752.388	3.247	8184.6789	0.0215	B-	-5129.6421	8.7507	150926191.279	3.486	False	2.8669636084697157
1987		17	84	67	151	Ho	-a	-63622.746	8.298	8145.5267	0.055	B-	-5356.4558	18.442	150931698.176	8.908	False	2.8121331938605514
1988		15	83	68	151	Er	x	-58266.29	16.47	8104.8723	0.1091	B-	-7494.6768	25.4292	150937448.567	17.681	False	2.770078414324112
1989		13	82	69	151	Tm		-50771.613	19.375	8050.0576	0.1283	B-	-9229.2615	300.1329	150945494.433	20.799	False	2.7598532478185827
1990		11	81	70	151	Yb	ep	-41542.352	300.492	7983.7556	1.99	B-	-11242.0	425.0	150955402.453	322.591	False	2.569256203225198
1991		9	80	71	151	Lu	-p	-30300.0	300.0	7904.0	2.0	B-			150967471.0	322.0	True	
1992	0.0	42	97	55	152	Cs	x	-29130.0	500.0	7980.0	3.0	B-	12480.0	640.0	151968728.0	537.0	True	
1993		40	96	56	152	Ba	x	-41610.0	400.0	8057.0	3.0	B-	7680.0	500.0	151955330.0	429.0	True	
1994		38	95	57	152	La	x	-49290.0	300.0	8102.0	2.0	B-	9690.0	361.0	151947085.0	322.0	True	
1995		36	94	58	152	Ce	x	-58980.0	200.0	8161.0	1.0	B-	4778.0	201.0	151936682.0	215.0	True	
1996		34	93	59	152	Pr	x	-63758.07	18.537	8187.1049	0.122	B-	6391.5934	30.7035	151931552.9	19.9	False	2.763057250224855
1997		32	92	60	152	Nd		-70149.663	24.476	8224.0078	0.161	B-	1104.805	18.5011	151924691.242	26.276	False	2.7453613697126733
1998		30	91	61	152	Pm		-71254.468	25.904	8226.1293	0.1704	B-	3508.5089	25.8859	151923505.185	27.809	False	2.741712416664634
1999		28	90	62	152	Sm		-74762.977	1.016	8244.0645	0.0067	B-	-1874.4774	0.6857	151919738.646	1.09	False	2.931336953249951
2000		26	89	63	152	Eu		-72888.5	1.166	8226.5854	0.0077	B-	1818.8037	0.7002	151921750.98	1.252	False	2.9239211780335275
2001		24	88	64	152	Gd		-74707.304	1.007	8233.4042	0.0066	B-	-3990.0	40.0	151919798.414	1.081	False	2.9317790082615107
2002		22	87	65	152	Tb	-	-70717.304	40.013	8202.0072	0.2632	B-	-599.3405	40.2575	151924081.855	42.955	False	2.713285701021117
2003		20	86	66	152	Dy	-a	-70117.963	4.593	8192.9171	0.0302	B-	-6513.3275	13.3176	151924725.274	4.93	False	2.847438551360194
2004		18	85	67	152	Ho		-63604.636	12.528	8144.9193	0.0824	B-	-3104.4174	9.815	151931717.618	13.449	False	2.7874796129230215
2005		16	84	68	152	Er		-60500.218	8.83	8119.3485	0.0581	B-	-8779.9397	54.7434	151935050.347	9.478	False	2.808799523346106
2006		14	83	69	152	Tm		-51720.279	54.027	8056.4387	0.3554	B-	-5449.8923	139.62	151944476.0	58.0	False	2.693179018639011
2007		12	82	70	152	Yb		-46270.386	149.708	8015.4371	0.9849	B-	-12848.0	246.0	151950326.699	160.718	False	2.621723168145979
2008		10	81	71	152	Lu	x	-33422.0	196.0	7926.0	1.0	B-			151964120.0	210.0	True	
2009	0.0	41	97	56	153	Ba	x	-36470.0	400.0	8023.0	3.0	B-	9590.0	500.0	152960848.0	429.0	True	
2010		39	96	57	153	La	x	-46060.0	300.0	8081.0	2.0	B-	8850.0	361.0	152950553.0	322.0	True	
2011		37	95	58	153	Ce	x	-54910.0	200.0	8134.0	1.0	B-	6659.0	201.0	152941052.0	215.0	True	
2012		35	94	59	153	Pr		-61568.49	11.882	8172.0371	0.0777	B-	5761.8901	12.1896	152933903.511	12.755	False	2.7911401400916143
2013		33	93	60	153	Nd		-67330.38	2.747	8204.5832	0.018	B-	3317.6236	9.3521	152927717.868	2.949	False	2.877174489425707
2014		31	92	61	153	Pm		-70648.003	9.063	8221.1536	0.0592	B-	1912.0559	9.0829	152924156.252	9.729	False	2.8076144425529757
2015		29	91	62	153	Sm	-n	-72560.059	1.025	8228.5373	0.0067	B-	807.4073	0.7063	152922103.576	1.1	False	2.9312006346833503
2016		27	90	63	153	Eu		-73367.466	1.171	8228.7011	0.0077	B-	-484.5225	0.715	152921236.789	1.257	False	2.924059329502144
2017		25	89	64	153	Gd		-72882.944	1.002	8220.4209	0.0066	B-	-1569.334	3.8444	152921756.945	1.075	False	2.9324258620950503
2018		23	88	65	153	Tb		-71313.61	3.947	8205.0504	0.0258	B-	-2170.4134	1.9335	152923441.694	4.237	False	2.8565617251011766
2019		21	87	66	153	Dy		-69143.197	4.001	8185.7514	0.0262	B-	-4131.1229	6.1571	152925771.729	4.295	False	2.8557809833643066
2020		19	86	67	153	Ho	-a	-65012.074	5.066	8153.6372	0.0331	B-	-4545.3918	9.8899	152930206.671	5.438	False	2.8421194994016634
2021		17	85	68	153	Er		-60466.682	9.285	8118.8154	0.0607	B-	-6494.0723	12.8812	152935086.35	9.967	False	2.806159156503157
2022		15	84	69	153	Tm		-53972.61	11.979	8071.2571	0.0783	B-	-6813.0	201.0	152942058.023	12.86	False	2.790640306514374
2023		13	83	70	153	Yb	x	-47160.0	200.0	8022.0	1.0	B-	-8784.0	250.0	152949372.0	215.0	True	
2024		11	82	71	153	Lu	+a	-38375.462	150.017	7959.0882	0.9805	B-	-11075.0	335.0	152958802.248	161.05	False	2.6220538942794342
2025		9	81	72	153	Hf	x	-27300.0	300.0	7882.0	2.0	B-			152970692.0	322.0	True	
2026	0.0	42	98	56	154	Ba	x	-32920.0	500.0	8001.0	3.0	B-	8610.0	583.0	153964659.0	537.0	True	
2027		40	97	57	154	La	x	-41530.0	300.0	8051.0	2.0	B-	10690.0	361.0	153955416.0	322.0	True	
2028		38	96	58	154	Ce	x	-52220.0	200.0	8116.0	1.0	B-	5640.0	224.0	153943940.0	215.0	True	
2029		36	95	59	154	Pr	+	-57859.602	100.005	8147.2994	0.6494	B-	7720.0	100.0	153937885.165	107.36	False	2.651541368899978
2030		34	94	60	154	Nd	x	-65579.602	1.025	8192.3491	0.0067	B-	2687.0	25.0	153929597.404	1.1	False	2.931550793540581
2031		32	93	61	154	Pm	-	-68266.602	25.021	8204.717	0.1625	B-	4188.9614	25.055	153926712.791	26.861	False	2.7447878169743225
2032		30	92	62	154	Sm		-72455.564	1.305	8226.8379	0.0085	B-	-717.1969	1.1019	153922215.756	1.4	False	2.918607447003458
2033		28	91	63	154	Eu		-71738.367	1.188	8217.1006	0.0077	B-	1967.9913	0.7535	153922985.699	1.275	False	2.923646235503208
2034		26	90	64	154	Gd		-73706.358	0.994	8224.7996	0.0065	B-	-3549.6514	45.2983	153920872.974	1.066	False	2.933220278463678
2035		24	89	65	154	Tb	-	-70156.707	45.309	8196.6697	0.2942	B-	237.308	45.9008	153924683.681	48.641	False	2.705881663328331
2036		22	88	66	154	Dy		-70394.015	7.431	8193.1305	0.0483	B-	-5754.6363	10.1785	153924428.92	7.977	False	2.819914118786137
2037		20	87	67	154	Ho	-a	-64639.378	8.216	8150.6825	0.0534	B-	-2034.4045	9.4621	153930606.776	8.82	False	2.8139100270912105
2038		18	86	68	154	Er		-62604.974	4.961	8132.3919	0.0322	B-	-8177.8316	14.9113	153932790.799	5.325	False	2.8437234442511583
2039		16	85	69	154	Tm	-a	-54427.142	14.412	8074.209	0.0936	B-	-4495.0495	13.9528	153941570.062	15.471	False	2.7796336216508117
2040		14	84	70	154	Yb		-49932.093	17.281	8039.9402	0.1122	B-	-10265.0	201.0	153946395.696	18.551	False	2.7683040137182227
2041		12	83	71	154	Lu	+a	-39667.0	201.0	7968.0	1.0	B-	-6937.0	361.0	153957416.0	216.0	True	
2042		10	82	72	154	Hf	x	-32730.0	300.0	7918.0	2.0	B-			153964863.0	322.0	True	
2043	0.0	41	98	57	155	La	x	-37930.0	400.0	8028.0	3.0	B-	9850.0	500.0	154959280.0	429.0	True	
2044		39	97	58	155	Ce	x	-47780.0	300.0	8087.0	2.0	B-	7635.0	300.0	154948706.0	322.0	True	
2045		37	96	59	155	Pr		-55415.335	17.198	8131.0398	0.111	B-	6868.4609	19.4725	154940509.193	18.462	False	2.7690096514993665
2046		35	95	60	155	Nd		-62283.796	9.154	8170.305	0.0591	B-	4656.2095	10.2781	154933135.598	9.826	False	2.807803360772682
2047		33	94	61	155	Pm		-66940.006	4.719	8195.2977	0.0304	B-	3251.1999	4.9024	154928136.951	5.065	False	2.8470070540942354
2048		31	93	62	155	Sm	-n	-70191.206	1.332	8211.2258	0.0086	B-	1627.1314	1.2016	154924646.645	1.429	False	2.917850431991877
2049		29	92	63	155	Eu		-71818.337	1.252	8216.676	0.0081	B-	251.9612	0.8682	154922899.847	1.343	False	2.921199022464475
2050		27	91	64	155	Gd		-72070.298	0.983	8213.2541	0.0063	B-	-819.8588	9.7884	154922629.356	1.055	False	2.9341172411430434
2051		25	90	65	155	Tb	+	-71250.439	9.83	8202.9173	0.0634	B-	-2094.5	1.8974	154923509.511	10.552	False	2.8034892605186497
2052		23	89	66	155	Dy		-69155.939	9.645	8184.357	0.0622	B-	-3116.1405	16.5887	154925758.049	10.354	False	2.804637362874078
2053		21	88	67	155	Ho		-66039.799	17.47	8159.2055	0.1127	B-	-3830.6268	18.473	154929103.363	18.754	False	2.7680202469793236
2054		19	87	68	155	Er	-a	-62209.172	6.074	8129.4444	0.0392	B-	-5583.2509	11.5109	154933215.71	6.52	False	2.8322499589561447
2055		17	86	69	155	Tm	-a	-56625.921	9.921	8088.376	0.064	B-	-6123.3072	19.3388	154939209.576	10.651	False	2.802929355738201
2056		15	85	70	155	Yb	-a	-50502.614	16.6	8043.8234	0.1071	B-	-7957.5578	25.4153	154945783.216	17.82	False	2.771229324048375
2057		13	84	71	155	Lu		-42545.056	19.245	7987.4369	0.1242	B-	-8235.0	301.0	154954326.005	20.66	False	2.761934763386035
2058		11	83	72	155	Hf	x	-34310.0	300.0	7929.0	2.0	B-	-10322.0	424.0	154963167.0	322.0	True	
2059		9	82	73	155	Ta	-p	-23988.0	300.0	7858.0	2.0	B-			154974248.0	322.0	True	
2060	0.0	42	99	57	156	La	x	-33050.0	400.0	7997.0	3.0	B-	11769.0	500.0	155964519.0	429.0	True	
2061		40	98	58	156	Ce	x	-44820.0	300.0	8068.0	2.0	B-	6630.0	300.0	155951884.0	322.0	True	
2062		38	97	59	156	Pr	x	-51449.307	1.025	8105.2337	0.0066	B-	8752.8229	1.6585	155944766.9	1.1	False	2.9322439881594877
2063		36	96	60	156	Nd	x	-60202.13	1.304	8156.3265	0.0084	B-	3964.7175	1.7642	155935370.358	1.4	False	2.91930900510154
2064		34	95	61	156	Pm		-64166.847	1.188	8176.7263	0.0076	B-	5193.8878	8.6044	155931114.059	1.275	False	2.9243425343304104
2065		32	94	62	156	Sm		-69360.735	8.522	8205.0054	0.0546	B-	722.109	7.9025	155925538.191	9.148	False	2.812491525782121
2066		30	93	63	156	Eu		-70082.844	3.532	8204.6192	0.0226	B-	2452.4891	3.4083	155924762.976	3.791	False	2.8640422887099417
2067		28	92	64	156	Gd		-72535.333	0.983	8215.3253	0.0063	B-	-2444.323	3.6774	155922130.12	1.054	False	2.934509572979516
2068		26	91	65	156	Tb		-70091.01	3.768	8194.6415	0.0242	B-	438.3762	3.6789	155924754.209	4.044	False	2.860350587499053
2069		24	90	66	156	Dy		-70529.386	0.988	8192.4366	0.0063	B-	-4990.9836	38.4111	155924283.593	1.06	False	2.9342085195786316
2070		22	89	67	156	Ho	-	-65538.403	38.424	8155.428	0.2463	B-	-1326.7201	45.6391	155929641.634	41.249	False	2.7176894986553193
2071		20	88	68	156	Er		-64211.683	24.629	8141.9084	0.1579	B-	-7377.2657	26.7099	155931065.926	26.44	False	2.746632670074884
2072		18	87	69	156	Tm		-56834.417	14.279	8089.6032	0.0915	B-	-3568.8794	12.5484	155938985.746	15.328	False	2.7810090559213436
2073		16	86	70	156	Yb		-53265.538	9.308	8061.7107	0.0597	B-	-9565.988	54.9162	155942817.096	9.992	False	2.807184282775882
2074		14	85	71	156	Lu	-a	-43699.55	54.122	7995.3752	0.3469	B-	-5880.0352	139.6908	155953086.606	58.102	False	2.694820790839166
2075		12	84	72	156	Hf		-37819.514	149.74	7952.6676	0.9599	B-	-11819.0	335.0	155959399.083	160.752	False	2.62359870585997
2076		10	83	73	156	Ta	-p	-26001.0	300.0	7872.0	2.0	B-			155972087.0	322.0	True	
2077	0.0	43	100	57	157	La	x	-29070.0	300.0	7972.0	2.0	B-	10860.0	500.0	156968792.0	322.0	True	
2078		41	99	58	157	Ce	x	-39930.0	400.0	8037.0	3.0	B-	8504.0	400.0	156957133.0	429.0	True	
2079		39	98	59	157	Pr	x	-48434.806	3.167	8085.817	0.0202	B-	8059.3109	3.8207	156948003.1	3.4	False	2.8706026122681743
2080		37	97	60	157	Nd		-56494.117	2.137	8132.1671	0.0136	B-	5802.9994	7.3246	156939351.074	2.294	False	2.8926509901984234
2081		35	96	61	157	Pm		-62297.116	7.006	8164.1458	0.0446	B-	4380.5376	8.265	156933121.298	7.521	False	2.8245661342176374
2082		33	95	62	157	Sm		-66677.654	4.434	8187.0642	0.0282	B-	2781.4807	6.1191	156928418.598	4.759	False	2.8513573165394095
2083		31	94	63	157	Eu		-69459.134	4.234	8199.7975	0.027	B-	1364.7614	4.1973	156925432.556	4.545	False	2.8540104922802234
2084		29	93	64	157	Gd		-70823.896	0.977	8203.5072	0.0062	B-	-60.0473	0.2972	156923967.424	1.048	False	2.9351532831813514
2085		27	92	65	157	Tb		-70763.848	1.018	8198.1416	0.0065	B-	-1339.1791	5.1297	156924031.888	1.092	False	2.932966127261678
2086		25	91	66	157	Dy		-69424.669	5.154	8184.6287	0.0328	B-	-2591.8068	23.7839	156925469.555	5.532	False	2.8426237575195588
2087		23	90	67	157	Ho		-66832.862	23.469	8163.1373	0.1495	B-	-3419.2146	33.6675	156928251.974	25.194	False	2.7501317792383513
2088		21	89	68	157	Er		-63413.648	26.505	8136.3757	0.1688	B-	-4704.369	38.5152	156931922.652	28.454	False	2.7423249793725577
2089		19	88	69	157	Tm	x	-58709.279	27.945	8101.4285	0.178	B-	-5289.3667	29.9971	156936973.0	30.0	False	2.738912842632053
2090		17	87	70	157	Yb		-53419.912	10.905	8062.7551	0.0695	B-	-6980.0942	14.2406	156942651.368	11.706	False	2.797969481405569
2091		15	86	71	157	Lu		-46439.818	12.074	8013.3128	0.0769	B-	-7585.0	201.0	156950144.807	12.961	False	2.7917473870553717
2092		13	85	72	157	Hf	-a	-38855.0	200.0	7960.0	1.0	B-	-9259.0	250.0	156958288.0	215.0	True	
2093		11	84	73	157	Ta	IT	-29595.948	150.052	7896.0608	0.9557	B-	-9906.0	427.0	156968227.445	161.087	False	2.623915364947453
2094		9	83	74	157	W	x	-19690.0	400.0	7828.0	3.0	B-			156978862.0	429.0	True	
2095	0.0	42	100	58	158	Ce	x	-36540.0	400.0	8015.0	3.0	B-	7610.0	500.0	157960773.0	429.0	True	
2096		40	99	59	158	Pr	x	-44150.0	300.0	8059.0	2.0	B-	9685.0	300.0	157952603.0	322.0	True	
2097		38	98	60	158	Nd	x	-53835.123	1.304	8114.9529	0.0083	B-	5271.0196	1.5776	157942205.62	1.4	False	2.9199989235095307
2098		36	97	61	158	Pm		-59106.143	0.888	8143.3622	0.0056	B-	6145.7062	4.8634	157936546.948	0.953	False	2.940528410432027
2099		34	96	62	158	Sm		-65251.849	4.782	8177.3075	0.0303	B-	2018.6123	5.1146	157929949.262	5.133	False	2.8473466351451235
2100		32	95	63	158	Eu		-67270.461	2.032	8185.132	0.0129	B-	3419.5081	2.2547	157927782.192	2.181	False	2.895793971344181
2101		30	94	64	158	Gd		-70689.969	0.976	8201.8229	0.0062	B-	-1219.0862	0.9799	157924111.2	1.048	False	2.93549072483815
2102		28	93	65	158	Tb		-69470.883	1.268	8189.1556	0.008	B-	936.2686	2.475	157925419.942	1.36	False	2.9215553857859797
2103		26	92	66	158	Dy		-70407.152	2.337	8190.1298	0.0148	B-	-4219.7555	27.0048	157924414.817	2.509	False	2.8880213769084815
2104		24	91	67	158	Ho	-	-66187.396	27.106	8158.4709	0.1716	B-	-883.5812	37.0236	157928944.91	29.099	False	2.7412884372279898
2105		22	90	68	158	Er		-65303.815	25.219	8147.927	0.1596	B-	-6600.6151	31.3411	157929893.474	27.074	False	2.7459294971736763
2106		20	89	69	158	Tm		-58703.2	25.219	8101.1994	0.1596	B-	-2693.5796	26.4499	157936979.525	27.074	False	2.745932377140831
2107		18	88	70	158	Yb		-56009.62	7.973	8079.1999	0.0505	B-	-8797.4201	16.8655	157939871.202	8.559	False	2.8172478413114064
2108		16	87	71	158	Lu	-a	-47212.2	15.125	8018.5685	0.0957	B-	-5109.801	14.9373	157949315.62	16.236	False	2.7782323764056223
2109		14	86	72	158	Hf		-42102.399	17.494	7981.2764	0.1107	B-	-10984.0	201.0	157954801.217	18.78	False	2.769146994285545
2110		12	85	73	158	Ta	+a	-31118.0	201.0	7907.0	1.0	B-	-7426.0	361.0	157966593.0	215.0	True	
2111		10	84	74	158	W	-a	-23693.0	300.0	7855.0	2.0	B-			157974565.0	322.0	True	
2112	0.0	43	101	58	159	Ce	x	-31340.0	500.0	7983.0	3.0	B-	9430.0	640.0	158966355.0	537.0	True	
2113		41	100	59	159	Pr	x	-40770.0	400.0	8037.0	3.0	B-	8954.0	401.0	158956232.0	429.0	True	
2114		39	99	60	159	Nd	x	-49724.007	29.808	8088.8224	0.1875	B-	6830.3441	31.4529	158946619.085	32.0	False	2.7355579091833384
2115		37	98	61	159	Pm		-56554.351	10.039	8126.8601	0.0631	B-	5653.4982	11.6438	158939286.409	10.777	False	2.803761428183209
2116		35	97	62	159	Sm		-62207.849	5.934	8157.4963	0.0373	B-	3835.5363	7.3211	158933217.13	6.37	False	2.8351171297831277
2117		33	96	63	159	Eu		-66043.386	4.32	8176.6987	0.0272	B-	2518.4717	4.3657	158929099.512	4.637	False	2.8535868084116
2118		31	95	64	159	Gd		-68561.857	0.98	8187.6177	0.0062	B-	970.7242	0.7495	158926395.822	1.051	False	2.9356748780523083
2119		29	94	65	159	Tb		-69532.582	1.103	8188.8025	0.0069	B-	-365.3613	1.1573	158925353.707	1.184	False	2.9293278334689483
2120		27	93	66	159	Dy		-69167.22	1.439	8181.5842	0.0091	B-	-1837.6	2.6833	158925745.938	1.544	False	2.915041128634934
2121		25	92	67	159	Ho	-	-67329.62	3.045	8165.1066	0.0192	B-	-2768.5	2.0	158927718.683	3.268	False	2.873552316359621
2122		23	91	68	159	Er	-	-64561.12	3.643	8142.7742	0.0229	B-	-3990.7162	28.1813	158930690.79	3.91	False	2.8633682783513503
2123		21	90	69	159	Tm	x	-60570.404	27.945	8112.7549	0.1758	B-	-4736.8869	33.0155	158934975.0	30.0	False	2.7397302685428295
2124		19	89	70	159	Yb	x	-55833.517	17.582	8078.0428	0.1106	B-	-6124.9081	41.5648	158940060.257	18.874	False	2.7692238421248
2125		17	88	71	159	Lu	x	-49708.609	37.663	8034.6009	0.2369	B-	-6856.003	41.2456	158946635.615	40.433	False	2.7202707448571752
2126		15	87	72	159	Hf	-a	-42852.606	16.813	7986.561	0.1057	B-	-8413.4492	25.8909	158953995.837	18.049	False	2.7720282591083234
2127		13	86	73	159	Ta	IT	-34439.157	19.689	7928.7258	0.1238	B-	-9005.0	301.0	158963028.046	21.137	False	2.7621062946788086
2128		11	85	74	159	W	-a	-25434.0	300.0	7867.0	2.0	B-	-10629.0	427.0	158972696.0	322.0	True	
2129		9	84	75	159	Re	IT	-14805.0	305.0	7795.0	2.0	B-			158984106.0	327.0	True	
2130	0.0	42	101	59	160	Pr	x	-36200.0	400.0	8009.0	2.0	B-	10525.0	402.0	159961138.0	429.0	True	
2131		40	100	60	160	Nd	x	-46724.515	46.575	8069.9662	0.2911	B-	6170.1238	46.6198	159949839.172	50.0	False	2.706605679178731
2132		38	99	61	160	Pm	x	-52894.639	2.049	8103.6398	0.0128	B-	7338.5338	2.833	159943215.272	2.2	False	2.8960153608400736
2133		36	98	62	160	Sm	x	-60233.172	1.956	8144.6159	0.0122	B-	3260.2763	2.1547	159935337.032	2.1	False	2.8985792509351254
2134		34	97	63	160	Eu	x	-63493.449	0.904	8160.103	0.0057	B-	4448.6112	1.4417	159931836.982	0.97	False	2.940257484207512
2135		32	96	64	160	Gd		-67942.06	1.123	8183.0171	0.007	B-	-105.5863	1.0207	159927061.202	1.206	False	2.928679624161091
2136		30	95	65	160	Tb		-67836.474	1.11	8177.4676	0.0069	B-	1835.9516	1.1011	159927174.553	1.191	False	2.9293486282968373
2137		28	94	66	160	Dy		-69672.425	0.7	8184.0526	0.0044	B-	-3290.0	15.0	159925203.578	0.751	False	2.9536890343198063
2138		26	93	67	160	Ho	-	-66382.425	15.016	8158.6004	0.0939	B-	-318.2488	28.5197	159928735.538	16.12	False	2.7794512544841004
2139		24	92	68	160	Er		-66064.176	24.246	8151.7217	0.1515	B-	-5763.1395	39.1333	159929077.193	26.029	False	2.7492580223865235
2140		22	91	69	160	Tm		-60301.037	32.686	8110.8124	0.2043	B-	-2137.8101	33.1447	159935264.177	35.089	False	2.729967714722818
2141		20	90	70	160	Yb	x	-58163.227	5.496	8092.5614	0.0343	B-	-7893.2846	57.0863	159937559.21	5.9	False	2.839975236210537
2142		18	89	71	160	Lu	x	-50269.942	56.821	8038.3387	0.3551	B-	-4331.1951	57.6165	159946033.0	61.0	False	2.693239269308178
2143		16	88	72	160	Hf		-45938.747	9.54	8006.3791	0.0596	B-	-10115.0475	55.1472	159950682.728	10.241	False	2.807230266360998
2144		14	87	73	160	Ta	-a	-35823.7	54.316	7938.2704	0.3395	B-	-6494.6267	139.8413	159961541.678	58.31	False	2.6962927102055283
2145		12	86	74	160	W		-29329.073	149.81	7892.7893	0.9363	B-	-12451.0	335.0	159968513.946	160.828	False	2.625403980760698
2146		10	85	75	160	Re	-a	-16878.0	300.0	7810.0	2.0	B-			159981880.0	322.0	True	
2147	0.0	43	102	59	161	Pr	x	-32490.0	500.0	7986.0	3.0	B-	9741.0	640.0	160965121.0	537.0	True	
2148		41	101	60	161	Nd	x	-42230.0	400.0	8042.0	2.0	B-	7856.0	400.0	160954664.0	429.0	True	
2149		39	100	61	161	Pm	x	-50086.589	9.035	8085.9977	0.0561	B-	6585.4546	11.3187	160946229.837	9.7	False	2.810874804379881
2150		37	99	62	161	Sm		-56672.043	6.817	8122.0418	0.0423	B-	5119.5577	12.4147	160939160.062	7.318	False	2.8276804124709307
